Academic Year,Institution (English),Institution (Chinese),Level of study (English),Level of study (Chinese),Programme type (English),Programme type (Chinese),Programme name (English),Programme name (Chinese),Areas of Study,Areas of Study (Chinese),Normal programme duration
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering (Honours) in Building Services Engineering,屋宇設備工程（榮譽）工學士,Engineering and Technology,工程及科技,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering (Honours) in Civil Engineering,土木工程（榮譽）工學士,Engineering and Technology,工程及科技,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Chinese Medicinal Pharmacy,中藥藥劑學（榮譽）理學士,"Medicine, Dentistry and Health Sciences",醫科、牙醫學及健康科學,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Green Engineering and Sustainability,綠色工程與可持續發展(榮譽)理學士,Engineering and Technology,工程及科技,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,"Bachelor of Science (Honours) in Horticulture, Arboriculture and Landscape Management",園藝樹藝及園境管理(榮譽)理學士,Architecture and Town Planning,建築及城市規劃,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Information and Communications Technology,資訊及通訊科技（榮譽）理學士,Computer Science and Information Technology,電腦科學及資訊科技,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Nutrition and Healthcare Management,營養及健康管理(榮譽)理學士,"Medicine, Dentistry and Health Sciences",醫科、牙醫學及健康科學,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Surveying,測量學（榮譽）理學士,Architecture and Town Planning,建築及城市規劃,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Degree,學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Sports and Recreation Management,運動及康樂管理（榮譽）社會科學學士,Services,服務,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Cinematic Arts and Technology – Year 3 Entry,電影藝術及科技（榮譽）文學士 - 三年級,"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Culinary Arts and Management – Year 3 Entry,廚藝及管理（榮譽）文學士 – 三年級,Services,服務,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Digital Advertising – Year 3 Entry,數碼廣告（榮譽）文學士 – 三年級,"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Fashion Design – Year 3 Entry,時裝設計（榮譽）文學士 – 三年級,"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Hotel Operations Management – Year 3 Entry,酒店營運管理（榮譽）文學士 – 三年級,Services,服務,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Hotel Operations Management – Year 3 Entry [Medium of Instruction: Chinese (Putonghua)],酒店營運管理（榮譽）文學士 – 三年級 [教學語言: 普通話],Services,服務,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Landscape Architecture – Year 3 Entry,園境建築（榮譽）文學士 – 三年級,Architecture and Town Planning,建築及城市規劃,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Product Design – Year 3 Entry,產品設計（榮譽）文學士 – 三年級,"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Professional Accounting – Year 3 Entry,專業會計（榮譽）文學士 – 三年級,Business and Management,商業及管理,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Public Relations and International Events Management – Year 3 Entry,公共關係及國際項目管理（榮譽）文學士 – 三年級,"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Arts (Honours) in Public Relations and International Events Management – Year 3 Entry [Medium of Instruction: Chinese (Putonghua)],公共關係及國際項目管理（榮譽）文學士 - 三年級 [教學語言: 普通話],"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering (Honours) in Aircraft Engineering - Year 3 Entry,飛機工程（榮譽）工學士 - 三年級,Engineering and Technology,工程及科技,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering (Honours) in Building Services Engineering - Year 3 Entry,屋宇設備工程（榮譽）工學士 - 三年級,Architecture and Town Planning,建築及城市規劃,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering (Honours) in Civil Engineering – Year 3 Entry,土木工程（榮譽）工學士 - 三年級,Engineering and Technology,工程及科技,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Chinese Medicinal Pharmacy - Year 3 Entry,中藥藥劑學（榮譽）理學士 - 三年級,"Medicine, Dentistry and Health Sciences",醫科、牙醫學及健康科學,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Food Science and Safety – Year 3 Entry,食品科學及安全（榮譽）理學士 - 三年級,Sciences,理學科,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Green Engineering and Sustainability – Year 3 Entry,綠色工程與可持續發展(榮譽)理學士 – 三年級,Engineering and Technology,工程及科技,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,"Bachelor of Science (Honours) in Horticulture, Arboriculture and Landscape Management – Year 2 Entry",園藝樹藝及園境管理（榮譽）理學士 - 二年級,Architecture and Town Planning,建築及城市規劃,3
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,"Bachelor of Science (Honours) in Horticulture, Arboriculture and Landscape Management – Year 3 Entry",園藝樹藝及園境管理（榮譽）理學士 - 三年級,Architecture and Town Planning,建築及城市規劃,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Information and Communications Technology – Year 3 Entry,資訊及通訊科技（榮譽）理學士 - 三年級,Computer Science and Information Technology,電腦科學及資訊科技,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Multimedia Technology and Innovation – Year 3 Entry,創新及多媒體科技（榮譽）理學士 – 三年級,Computer Science and Information Technology,電腦科學及資訊科技,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),職業訓練局 - 香港高等教育科技學院,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Nutrition and Healthcare Management - Year 3 Entry,營養及健康管理（榮譽）理學士 - 三年級,"Medicine, Dentistry and Health Sciences",醫科、牙醫學及健康科學,2
