Name of Institution,Street Address,City,ZIP Code,County,Georeference
"First New York, FCU",1879 Altamont Avenue,Schenectady,12303,Schenectady,POINT (-73.954499994 42.782015755)
"First New York, FCU",19 Glenridge Road,Glenville,12302,Schenectady,POINT (-73.926886485 42.868766693)
"First New York, FCU","795 East Main Street, Suite 1",Cobleskill,12043,Schoharie,POINT (-74.473966851 42.680633242)
"First New York, FCU",1776 Union Street,Schenectady,12309,Schenectady,POINT (-73.898678279 42.801432895)
First Republic Bank,575 MADISON AVENUE,NEW YORK,10022,New York,POINT (-73.972477249 40.761874495)
First Republic Bank,443 Park Avenue South,New York,10016,New York,POINT (-73.982891344 40.744652283)
First Republic Bank,1001 Franklin Avenue,Garden City,11530,Nassau,POINT (-73.635344111 40.730273631)
First Republic Bank,163 Canal Street,New York,10013,New York,POINT (-73.996598941 40.71657517)
First Republic Bank,34 Popham Road,Scarsdale,10583,Westchester,POINT (-73.807779976 40.988454437)
First Republic Bank,148 East 79th Street,New York,10075,New York,POINT (-73.958847017 40.774774454)
First Republic Bank,1230 Avenue of the Americas,New York,10020,New York,POINT (-73.980899637 40.758941961)
First Republic Bank,442 Avenue of the Americas,New York,10011,New York,POINT (-73.99846777 40.734832925)
First Source Federal Credit Union,38 KELLOGG RD.,NEW HARTFORD,13413,Oneida,POINT (-75.277855487 43.054682251)
First Source Federal Credit Union,911 Cornelia Street,Utica,13502,Oneida,POINT (-75.237139471 43.099886818)
First Source Federal Credit Union,4451 Commercial Drive,New Hartford,13413,Oneida,POINT (-75.324017478 43.083558033)
First Source Federal Credit Union,1634 Genesee Street,Utica,13502,Oneida,POINT (-75.255113205 43.090089589)
First Source Federal Credit Union,50 Auert Avenue,Utica,13502,Oneida,POINT (-75.208024762 43.115073192)
First Source Federal Credit Union,1822 Black River Boulevard,Rome,13440,Oneida,POINT (-75.435958298 43.234827748)
First Source Federal Credit Union,402 West Albany Street,Herkimer,13350,Herkimer,POINT (-74.991463877 43.023849923)
Five Star Bank,2425 Rochester Road,Canandaigua,14424,Ontario,POINT (-77.301301717 42.913726629)
Five Star Bank,129 Elm Street,Penn Yan,14527,Yates,POINT (-77.055303602 42.661073903)
Five Star Bank,1940 Routes 5 & 20,Waterloo,13165,Seneca,POINT (-76.835276464 42.902428416)
Five Star Bank,2168 Route 96A,Ovid,14521,Seneca,POINT (-76.821992657 42.680356387)
Five Star Bank,3 West Main Street,Victor,14564,Ontario,POINT (-77.409901525 42.982442944)
Five Star Bank,3110 Main Street,Caledonia,14423,Livingston,POINT (-77.853765291 42.972506323)
Five Star Bank,124 West Main Street,Leroy,14482,Genesee,POINT (-78.00513165 42.978397544)
Five Star Bank,166 West Main Street,Honeoye Falls,14472,Monroe,POINT (-77.602842542 42.948073201)
Five Star Bank,345 Genesee Street,Auburn,13021,Cayuga,POINT (-76.589883006 42.920512372)
Five Star Bank,3261 ROCHESTER ROAD,LAKEVILLE,14480,Livingston,POINT (-77.706499443 42.844237724)
Five Star Bank,26 Main Street,Attica,14011,Wyoming,POINT (-78.283037338 42.863957827)
Five Star Bank,2330 North Main Street,Warsaw,14569,Wyoming,POINT (-78.132551612 42.750652034)
Five Star Bank,12209 Route 16,Yorkshire,14173,Cattaraugus,POINT (-78.478662061 42.529407749)
Five Star Bank,152 Franklin Street,Dansville,14437,Livingston,POINT (-77.712353113 42.565378888)
Five Star Bank,55 NORTH MAIN STREET,WARSAW,14569,Wyoming,POINT (-78.132842769 42.741053101)
Five Star Bank,1 Main Street,Livonia,14487,Wyoming,POINT (-77.671773973 42.822619412)
Five Star Bank,400 NORTH MAIN STREET,WARSAW,14569,Wyoming,POINT (-78.132350081 42.753454169)
Five Star Bank,211 Main Street,East Aurora,14052,Erie,POINT (-78.626709701 42.767704368)
Five Star Bank,23 East State Street,Mount Morris,14510,Livingston,POINT (-77.867495681 42.728082244)
Five Star Bank,3672 Route 78,Strykersville,14145,Wyoming,POINT (-78.453824231 42.708823007)
Five Star Bank,323 West Washington Street,Bath,14810,Steuben,POINT (-77.331230993 42.337506834)
Five Star Bank,32 Main Street,Dundee,14837,Yates,POINT (-76.976011469 42.522200268)
Five Star Bank,369 MAIN STREET,WATERLOO,13165,Seneca,POINT (-76.845403815 42.903572169)
Five Star Bank,196-98 NORTH STREET,GENEVA,14456,Ontario,POINT (-76.98769207 42.876266359)
Five Star Bank,418 North Main Street,Penn Yan,14527,Yates,POINT (-77.060448749 42.670846154)
Five Star Bank,3249 Union Street,North Chili,14514,Monroe,POINT (-77.80662421 43.120967514)
Five Star Bank,4431 Genesee Valley Plaza,Geneseo,14454,Livingston,POINT (-77.783782854 42.798657353)
Five Star Bank,337 PULTENEY AVENUE,GENEVA,14456,Ontario,POINT (-76.984311564 42.858079096)
Five Star Bank,2301 Westside Drive,Rochester,14514,Monroe,POINT (-77.801393987 43.123240812)
Five Star Bank,ROUTE 417,ST. BONAVENTURE,14778,Genesee,POINT (-78.484409303 42.083929764)
Five Star Bank,765 Calkins Road,Rochester,14623,Monroe,POINT (-77.610507793 43.067993342)
Five Star Bank,2833 West Ridge Road,Rochester,14626,Monroe,POINT (-77.703635934 43.208274675)
Five Star Bank,401 West Main Street,Batavia,14020,Genesee,POINT (-78.203330384 43.004588016)
Five Star Bank,107 Main Street,Salamanca,14779,Cattaraugus,POINT (-78.7151998 42.15870198)
Five Star Bank,327 Main Street,Medina,14103,Orleans,POINT (-78.387096402 43.222689118)
Five Star Bank,2 West Avenue,Brockport,14420,Monroe,POINT (-77.937446105 43.22050274)
Five Star Bank,3131 Silverback Lane,Painted Post,14870,Steuben,POINT (-77.103875474 42.15326158)
Five Star Bank,3177 Chili Avenue,Rochester,14624,Monroe,POINT (-77.745113865 43.106108496)
Five Star Bank,395 Westfall Road,Rochester,14620,Monroe,POINT (-77.611497771 43.114805275)
Five Star Bank,220 LIBERTY STREET,WARSAW,14536,Wyoming,POINT (-78.136197207 42.731967956)
Five Star Bank,1940 Monroe Ave,Rochester,14618,Monroe,POINT (-77.564147738 43.126723912)
Five Star Bank,100 Chestnut st,Rochester,14604,Monroe,POINT (-77.60227668 43.154843814)
Five Star Bank,40-50 FOUNTAIN PLAZA,BUFFALO,14202,Erie,POINT (-78.874175334 42.888373096)
Five Star Bank,395 Westfall Road,Rochester,14620,Monroe,POINT (-77.611497771 43.114805275)
Five Star Bank,2222 Seneca Street,Buffalo,14210,Erie,POINT (-78.805896015 42.852704452)
Five Star Bank,6215 Sheridan Drive,Amherst,14221,Erie,POINT (-78.702099555 42.977717269)
Five Star Bank,451 Elmwood Avenue,Buffalo,14222,Erie,POINT (-78.876784788 42.909489457)
Five Star Bank,27 Water Street,Cuba,14727,Allegany,POINT (-78.281336649 42.218313363)
Five Star Bank,309 South Main Street,Horseheads,14845,Chemung,POINT (-76.819506333 42.16587911)
Five Star Bank,545 Broad Street,Salamanca,14779,Cattaraugus,POINT (-78.735746862 42.15741519)
Five Star Bank,54 Washington Street,Ellicottville,14731,Cattaraugus,POINT (-78.669617521 42.276475783)
Five Star Bank,60 West Main Street,Allegany,14706,Cattaraugus,POINT (-78.495792671 42.091357746)
Five Star Bank,124 West State Street,Olean,14760,Cattaraugus,POINT (-78.430180048 42.07757603)
Five Star Bank,102 North Main Street,Albion,14411,Orleans,POINT (-78.193926559 43.248060426)
Five Star Bank,100 WEST WATER STREET,ELMIRA,14901,Chemung,POINT (-76.805940725 42.087869198)
Five Star Bank,5491 Sheridan Drive,Amherst,14221,Erie,POINT (-78.732539876 42.978414097)
Five Star Bank,3233 Southwestern Boulevard,Orchard Park,14127,Erie,POINT (-78.749698121 42.796147267)
Five Star Bank,7434 Seneca Road,Hornell,14843,Steuben,POINT (-77.66476754 42.361737868)
Five Star Bank,1 South Main Street,Wayland,14572,Steuben,POINT (-77.591941458 42.567253417)
Five Star Bank,184 South Main Street,Naples,14512,Ontario,POINT (-77.406256822 42.610281833)
Five Star Bank,25 Shethar Street,Hammondsport,14840,Steuben,POINT (-77.221773647 42.409389993)
Five Star Bank,387 Hamilton Street,Geneva,14456,Ontario,POINT (-76.998802282 42.857088313)
Five Star Bank,65 ELIZABETH BLACKWELL STREET,GENEVA,14456,Ontario,POINT (-76.980770126 42.865510743)
"Flushing Bank, FB",61-54 Springfield Boulevard,Bayside,11364,Queens,POINT (-73.756115601 40.747609167)
"Flushing Bank, FB",7102 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.026876722 40.634140536)
"Flushing Bank, FB",266 N BROADWAY,HICKSVILLE,11801,Nassau,POINT (-73.529796259 40.777009274)
"Flushing Bank, FB",89-12 Sutphin Blvd.,Jamaica,11435,Queens,POINT (-73.799753015 40.693347468)
"Flushing Bank, FB",4747 Nesconset Highway,Port Jefferson Station,11776,Suffolk,POINT (-73.054002213 40.916698305)
"Flushing Bank, FB",86-16 21st Ave.,Brooklyn,11214,Kings,POINT (-73.999193982 40.664838648)
"Flushing Bank, FB",1707 Veterans Highway,Islandia,11749,Suffolk,POINT (-73.181391263 40.80632701)
"Flushing Bank, FB",160 Adams Ave,Hauppauge,11788,Suffolk,POINT (-73.256724744 40.814032061)
"Flushing Bank, FB",183 CANAL ST.,NEW YORK,10013,New York,POINT (-73.997569482 40.716920966)
"Flushing Bank, FB",1044 William Floyd Parkway,Shirley,11967,Suffolk,POINT (-72.871600634 40.805811862)
"Flushing Bank, FB",85-15 Queens Blvd.,Queens,11373,Queens,POINT (-73.877936254 40.73717353)
"Flushing Bank, FB",260 E RXR PLAZA,UNIONDALE,11536,Nassau,POINT (-73.583175078 40.718667437)
"Flushing Bank, FB",697 B HILLSIDE AVENUE,NEW HYDE PARK,11040,Nassau,POINT (-73.69474656 40.742683071)
"Flushing Bank, FB",44-43 Kissena Boulevard,Flushing,11355,Queens,POINT (-73.821521771 40.753083094)
"Flushing Bank, FB",31-16 30th Avenue,Astoria,11102,Queens,POINT (-73.920787645 40.766484081)
"Flushing Bank, FB",213-03 NORTHERN BLVD.,BAYSIDE,11361,Queens,POINT (-73.770163922 40.760272546)
"Flushing Bank, FB",107-11 Continental Avenue,Forest Hills,11375,Queens,POINT (-73.847225678 40.716449389)
"Flushing Bank, FB",186 Montague Street,Brooklyn,11201,Queens,POINT (-73.991628892 40.693941769)
"Flushing Bank, FB",1402 AVENUE J,BROOKLYN,11220,Kings,POINT (-73.962112942 40.624980121)
"Flushing Bank, FB",136-41 Roosevelt Avenue,Flushing,11354,Queens,POINT (-73.828619399 40.760070542)
"Flushing Bank, FB",217 Havermeyer Street,Brooklyn,11211,Kings,POINT (-73.958817764 40.709365309)
"Flushing Bank, FB",225 PARK AVENUE SOUTH,NEW YORK,10003,New York,POINT (-73.988311167 40.737227803)
"Flushing Bank, FB",1122 Franklin Avenue,Garden City,11530,Nassau,POINT (-73.636803568 40.731704673)
"Flushing Bank, FB",4616 13TH AVENUE,BROOKLYN,11219,Kings,POINT (-73.990879466 40.636426406)
"Flushing Bank, FB",164-20 NORTHERN BLVD,FLUSHING,11358,Queens,POINT (-73.80140579 40.760127958)
"Flushing Bank, FB",147-42 NORTHERN BLVD,FLUSHING,11354,Queens,POINT (-73.817780844 40.765186521)
